Tags,Ticket,Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD)
,59810578,05/06/2025 18:15,05/07/2025 15:24,AUDCHF,Buy,0.480,0.17879,0.00000,0.53418,0.53214,-1.1200,1.9200,-20.4,-118.27,-0.25,"",11,00:21:09:17,,,,,,,,,,,,
,59808445,05/06/2025 18:00,05/07/2025 15:15,NZDCHF,Buy,0.480,0.16597,0.00000,0.49404,0.49269,-1.0400,1.6400,-13.5,-78.12,-0.17,"",11,00:21:14:56,,,,,,,,,,,,
,59826471,05/06/2025 20:15,05/07/2025 13:00,AUDUSD,Buy,0.480,0.21883,0.00000,0.64977,0.64675,-1.1200,-1.6700,-30.2,-147.75,-0.32,"",11,00:16:44:22,,,,,,,,,,,,
,59715782,05/05/2025 09:00,05/07/2025 12:15,EURNZD,Sell,0.490,3.16392,0.00000,1.89312,1.89608,-2.0000,-1.4100,-29.6,-90.24,-0.19,"",11,02:03:15:01,,,,,,,,,,,,
,59768163,05/06/2025 04:00,05/06/2025 11:15,EURUSD,Sell,0.490,1.88350,0.00000,1.12827,1.13436,-1.9900,0.0000,-60.9,-300.40,-0.64,"",11,00:07:14:46,,,,,,,,,,,,
,59768164,05/06/2025 04:00,05/06/2025 10:00,GBPUSD,Sell,0.490,2.21330,0.00000,1.32668,1.33026,-2.3400,0.0000,-35.8,-177.76,-0.38,"",11,00:05:59:53,,,,,,,,,,,,
,59714514,05/05/2025 08:16,05/06/2025 09:30,AUDCAD,Buy,0.490,0.30278,0.00000,0.89408,0.89105,-1.1400,-0.0900,-30.3,-108.62,-0.23,"",11,01:01:13:04,,,,,,,,,,,,
,59715933,05/05/2025 09:01,05/06/2025 09:27,EURAUD,Sell,0.490,2.92253,0.00000,1.74914,1.75669,-2.0000,-0.3400,-75.5,-240.77,-0.51,"",11,01:00:25:17,,,,,,,,,,,,
,59768165,05/06/2025 04:00,05/06/2025 09:15,EURCAD,Sell,0.490,2.60369,0.00000,1.56134,1.56521,-1.9900,0.0000,-38.7,-139.11,-0.29,"",11,00:05:15:09,,,,,,,,,,,,
,59693121,05/02/2025 21:10,05/06/2025 07:15,AUDNZD,Buy,0.500,0.36453,0.00000,1.08406,1.08171,-1.1600,-3.0000,-23.5,-74.34,-0.16,"",11,03:10:04:51,,,,,,,,,,,,
,59726506,05/05/2025 12:03,05/06/2025 05:30,GBPAUD,Sell,0.500,3.42723,0.00000,2.04861,2.05806,-2.3900,-3.6900,-94.5,-311.26,-0.65,"",11,00:17:26:22,,,,,,,,,,,,
,59714223,05/05/2025 08:08,05/06/2025 04:15,AUDUSD,Buy,0.490,0.21939,0.00000,0.64773,0.64535,-1.1400,-1.7100,-23.8,-119.47,-0.25,"",11,00:20:07:00,,,,,,,,,,,,
,59715882,05/05/2025 09:00,05/06/2025 03:30,GBPNZD,Sell,0.490,3.71269,0.00000,2.22031,2.23038,-2.3400,-4.0000,-100.7,-300.02,-0.62,"",11,00:18:29:28,,,,,,,,,,,,
,59715806,05/05/2025 09:00,05/05/2025 23:00,AUDCHF,Buy,0.490,0.18027,0.00000,0.53464,0.53197,-1.1400,0.0000,-26.7,-160.23,-0.33,"",11,00:14:00:00,,,,,,,,,,,,
,59686698,05/02/2025 19:02,05/05/2025 21:58,AUDJPY,Buy,0.500,31.82000,0.00000,93.32500,93.08000,-1.1600,2.1300,-24.5,-84.16,-0.17,"",11,03:02:55:59,,,,,,,,,,,,
,59714160,05/05/2025 08:05,05/05/2025 21:30,NZDCHF,Buy,0.490,0.16528,0.00000,0.49236,0.49096,-1.0500,0.0000,-14.0,-84.34,-0.17,"",11,00:13:24:09,,,,,,,,,,,,
,59617009,05/01/2025 09:26,05/05/2025 17:45,NZDJPY,Buy,0.670,29.19700,0.00000,85.60900,85.97700,-1.4300,4.8700,36.8,174.97,0.36,"",11,04:08:18:23,,,,,,,,,,,,
,59612859,05/01/2025 07:15,05/05/2025 10:01,CHFJPY,Buy,0.670,58.68500,0.00000,173.96800,174.71000,-2.9200,-6.0900,74.2,335.52,0.69,"",11,04:02:46:12,,,,,,,,,,,,
,59686746,05/02/2025 19:02,05/05/2025 03:20,AUDCHF,Buy,0.500,0.18068,0.00000,0.53386,0.53079,-1.1600,1.9900,-30.7,-185.37,-0.38,"",11,02:08:17:31,,,,,,,,,,,,
,59617988,05/01/2025 10:00,05/02/2025 20:42,EURJPY,Buy,0.670,55.32900,0.00000,163.44900,163.58700,-2.7300,2.9100,13.8,64.05,0.13,"",11,01:10:42:46,,,,,,,,,,,,
,59616087,05/01/2025 09:00,05/02/2025 04:00,AUDCAD,Sell,0.670,1.47492,0.00000,0.88221,0.88685,-1.5400,-4.1200,-46.4,-230.28,-0.47,"",11,00:18:59:53,,,,,,,,,,,,
,59463935,04/28/2025 12:01,05/01/2025 04:30,GBPCAD,Buy,0.510,0.62080,0.00000,1.85125,1.83488,-2.4500,2.6600,-163.7,-605.29,-1.23,"",11,02:16:28:10,,,,,,,,,,,,
,59507654,04/29/2025 03:28,05/01/2025 02:23,EURNZD,Buy,0.690,0.64143,0.00000,1.91352,1.90837,-2.8300,-24.1800,-51.5,-237.84,-0.48,"",11,01:22:55:36,,,,,,,,,,,,
,59463937,04/28/2025 12:02,05/01/2025 02:23,GBPAUD,Buy,0.510,0.70333,0.00000,2.09002,2.07920,-2.4500,-11.3700,-108.2,-367.36,-0.73,"",11,02:14:21:36,,,,,,,,,,,,
,59452481,04/26/2025 03:40,,,Deposit,0.000,0.00000,0.00000,0.00000,0.00000,0.0000,0.0000,0.0,50000.00,0,"Deposit",0,00:00:00:00,,,,,,,,,,,,

